"basDt,srtnCd,isinCd,itmsNm,mrktCtg,clpr,vs,fltRt,mkp,hipr,lopr,trqu,trPrc,lstgStCnt,mrktTotAmt"
"20211207,009540,KR7009540006,한국조선해양,KOSPI,97600,2500,2.63,95400,98000,95000,220904,21415047600,70773116,6907456121600"
"20211207,009830,KR7009830001,한화솔루션,KOSPI,36150,200,.56,36250,36250,35600,497947,17904889150,191278497,6914717666550"
"20211207,009970,KR7009970005,영원무역홀딩스,KOSPI,49900,1050,2.15,49000,49900,48850,17219,854582950,13635592,680416040800"
"20211207,010060,KR7010060002,OCI,KOSPI,112500,500,.45,114500,117000,111000,347095,39302104500,23849371,2683054237500"
"20211207,010120,KR7010120004,LS ELECTRIC,KOSPI,54500,500,.93,53700,54600,53700,47890,2594469800,30000000,1635000000000"
"20211207,010130,KR7010130003,고려아연,KOSPI,494000,-6000,-1.2,502000,503000,493000,46236,22912378000,18870000,9321780000000"
"20211207,010140,KR7010140002,삼성중공업,KOSPI,5590,180,3.33,5420,5590,5380,4851370,26797238550,880000000,4919200000000"
"20211207,010950,KR7010950004,S-Oil,KOSPI,90600,900,1,91300,92200,90100,367722,33479813600,112582792,10200000955200"
"20211207,011070,KR7011070000,LG이노텍,KOSPI,283000,-11500,-3.9,294500,294500,279500,484398,137383686000,23667107,6697791281000"
"20211207,011170,KR7011170008,롯데케미칼,KOSPI,231000,-500,-.22,233500,234500,228000,147647,34015154500,34275419,7917621789000"
"20211207,011200,KR7011200003,HMM,KOSPI,27850,700,2.58,27300,27950,26650,3642734,99871252500,489039496,13619749963600"
"20211207,011210,KR7011210002,현대위아,KOSPI,76000,200,.26,75900,76300,74800,105515,7981838600,27195083,2066826308000"
"20211207,011780,KR7011780004,금호석유,KOSPI,180000,2000,1.12,180000,182500,177000,272940,49190790500,30467691,5484184380000"
"20211207,011790,KR7011790003,SKC,KOSPI,181500,-4000,-2.16,187000,189500,180000,284635,52085380000,37868298,6873096087000"
"20211207,012330,KR7012330007,현대모비스,KOSPI,243000,4000,1.67,238500,243000,238000,163107,39320748000,94573094,22981261842000"
"20211207,012450,KR7012450003,한화에어로스페이스,KOSPI,44800,700,1.59,44350,44900,43900,308462,13711499950,50630000,2268224000000"
"20211207,012750,KR7012750006,에스원,KOSPI,75800,700,.93,74700,76100,74400,39036,2942381400,37999178,2880337692400"
"20211207,014680,KR7014680003,한솔케미칼,KOSPI,310000,-3500,-1.12,312000,312000,307500,41061,12704492500,11335195,3513910450000"
"20211207,014820,KR7014820005,동원시스템즈,KOSPI,50300,200,.4,50500,51000,49950,42743,2149477950,29188411,1468177073300"
"20211207,015760,KR7015760002,한국전력,KOSPI,21900,250,1.15,21700,22000,21600,943397,20593932850,641964077,14059013286300"
"20211207,016360,KR7016360000,삼성증권,KOSPI,48550,-50,-.1,48750,48950,48400,276421,13437678200,89300000,4335515000000"
"20211207,017670,KR7017670001,SK텔레콤,KOSPI,55800,100,.18,55700,56100,55200,1226437,68355737938,218833144,12210889435200"
"20211207,017800,KR7017800004,현대엘리베이,KOSPI,42100,500,1.2,41650,42200,41550,157119,6570293400,40815191,1718319541100"
"20211207,017960,KR7017960006,한국카본,KOSPI,10400,150,1.46,10350,10400,10250,253682,2619696750,43960757,457191872800"
"20211207,018260,KR7018260000,삼성에스디에스,KOSPI,156000,2500,1.63,152500,158000,152000,134854,21002759500,77377800,12070936800000"
"20211207,018880,KR7018880005,한온시스템,KOSPI,13950,100,.72,13900,14050,13650,764594,10578611350,533800000,7446510000000"
"20211207,021240,KR7021240007,코웨이,KOSPI,77200,2200,2.93,75000,77200,75000,150806,11513614300,73799619,5697330586800"
"20211207,022100,KR7022100002,포스코 ICT,KOSDAQ,6390,100,1.59,6320,6400,6250,262177,1658632460,152034729,971501918310"
"20211207,023530,KR7023530009,롯데쇼핑,KOSPI,90300,1300,1.46,89700,91300,89300,98950,8914197400,28288755,2554474576500"
"20211207,024110,KR7024110009,기업은행,KOSPI,11000,100,.92,10900,11000,10850,984565,10762236650,744300587,8187306457000"
"20211207,026960,KR7026960005,동서,KOSPI,29600,-200,-.67,29650,29750,29200,177912,5237428200,99700000,2951120000000"
"20211207,028050,KR7028050003,삼성엔지니어링,KOSPI,23000,500,2.22,22500,23000,22400,946091,21468250050,196000000,4508000000000"
"20211207,028260,KR7028260008,삼성물산,KOSPI,115500,1500,1.32,114500,116000,114000,305608,35162612500,186887081,21585457855500"
"20211207,028670,KR7028670008,팬오션,KOSPI,5680,-20,-.35,5750,5840,5620,3151619,17975368020,534569512,3036354828160"
"20211207,029780,KR7029780004,삼성카드,KOSPI,33800,400,1.2,33550,33800,33300,97347,3272751100,115858891,3916030515800"
"20211207,030000,KR7030000004,제일기획,KOSPI,22800,500,2.24,22300,22850,22300,221408,5021044450,115041225,2622939930000"
"20211207,030200,KR7030200000,KT,KOSPI,30750,-150,-.49,30900,31000,30600,690860,21244333200,261111808,8029188096000"
"20211207,032640,KR7032640005,LG유플러스,KOSPI,13850,100,.73,13750,13950,13700,1213668,16817208250,436611361,6047067349850"
"20211207,032830,KR7032830002,삼성생명,KOSPI,67100,600,.9,66500,67600,66100,296365,19818123900,200000000,13420000000000"
"20211207,033780,KR7033780008,KT&G,KOSPI,85700,900,1.06,84600,86000,84500,475712,40639539400,137292497,11765966992900"
"20211207,034020,KR7034020008,두산중공업,KOSPI,20750,0,0,20850,21050,20550,3436570,71413355400,520621986,10802906209500"
"20211207,034220,KR7034220004,LG디스플레이,KOSPI,22500,550,2.51,22200,22650,21950,6110296,136772015100,357815700,8050853250000"
"20211207,034230,KR7034230003,파라다이스,KOSDAQ,15000,200,1.35,15150,15250,14900,476149,7176315550,90942672,1364140080000"
"20211207,034730,KR7034730002,SK,KOSPI,266000,0,0,263000,266000,262500,124948,33049924500,70360297,18715839002000"
"20211207,035250,KR7035250000,강원랜드,KOSPI,24250,150,.62,24500,24550,24150,917208,22279052950,213940500,5188057125000"
"20211207,035420,KR7035420009,NAVER,KOSPI,391000,-1000,-.26,390500,392500,388500,384366,149993774000,164263395,64226987445000"
"20211207,035720,KR7035720002,카카오,KOSPI,120500,-500,-.41,121500,122000,120000,1218740,147147158500,445698246,53706638643000"
"20211207,036460,KR7036460004,한국가스공사,KOSPI,37700,-200,-.53,37900,38100,37550,178455,6729939800,92313000,3480200100000"
"20211207,036570,KR7036570000,엔씨소프트,KOSPI,717000,5000,.7,723000,736000,712000,222365,160740929000,21954022,15741033774000"
"20211207,039490,KR7039490008,키움증권,KOSPI,108000,500,.47,107500,108500,106500,46518,5008270500,26219513,2831707404000"
"20211207,042660,KR7042660001,대우조선해양,KOSPI,25150,850,3.5,24350,25250,24350,351160,8741588700,107290669,2698360325350"
"20211207,042700,KR7042700005,한미반도체,KOSPI,37650,0,0,37900,38000,37050,509717,19140934650,49459877,1862164369050"
"20211207,047040,KR7047040001,대우건설,KOSPI,6180,220,3.69,6000,6180,5990,1726074,10564215790,415622638,2568547902840"
"20211207,047050,KR7047050000,포스코인터내셔널,KOSPI,20650,200,.98,20450,20850,20200,485220,9965489500,123375149,2547696826850"
"20211207,047810,KR7047810007,한국항공우주,KOSPI,29000,350,1.22,28800,29200,28550,294064,8474442800,97475107,2826778103000"
"20211207,051600,KR7051600005,한전KPS,KOSPI,40200,150,.37,40550,40550,39900,85440,3433148050,45000000,1809000000000"
"20211207,051900,KR7051900009,LG생활건강,KOSPI,1183000,6000,.51,1192000,1195000,1169000,43564,51431075304,15618197,18476327051000"
"20211207,051910,KR7051910008,LG화학,KOSPI,711000,-6000,-.84,720000,726000,708000,173785,123962412250,70592343,50191155873000"
"20211207,052690,KR7052690005,한전기술,KOSPI,90200,-2000,-2.17,92900,93700,90200,445732,40780554200,38220000,3447444000000"
"20211207,055550,KR7055550008,신한지주,KOSPI,37400,350,.94,37100,37400,36900,995132,36981975850,516599554,19320823319600"
"20211207,064350,KR7064350002,현대로템,KOSPI,20900,300,1.46,20700,21050,20450,535076,11098239700,109142293,2281073923700"
"20211207,066570,KR7066570003,LG전자,KOSPI,125500,1500,1.21,124000,126000,121500,720765,89259311000,163647814,20537800657000"
"20211207,066970,KR7066970005,엘앤에프,KOSDAQ,202000,-600,-.3,203000,207700,201500,341646,69621982500,34810264,7031673328000"
"20211207,068270,KR7068270008,셀트리온,KOSPI,203500,-3000,-1.45,206500,206500,201000,691681,140327988000,137947128,28072240548000"
"20211207,069260,KR7069260008,휴켐스,KOSPI,23400,250,1.08,23300,23500,23100,184070,4292976150,40878588,956558959200"
"20211207,069620,KR7069620003,대웅제약,KOSPI,148000,5500,3.86,142500,148500,140500,55058,8033497000,11586575,1714813100000"
"20211207,069960,KR7069960003,현대백화점,KOSPI,73700,500,.68,74100,74100,73200,69434,5119028800,23402441,1724759901700"
"20211207,071050,KR7071050009,한국금융지주,KOSPI,82800,300,.36,82600,83200,81600,132674,10959076500,55725992,4614112137600"
"20211207,071320,KR7071320006,지역난방공사,KOSPI,37850,50,.13,37800,37950,37700,1988,75188900,11578744,438255460400"
"20211207,071970,KR7071970008,STX중공업,KOSPI,4600,70,1.55,4535,4695,4535,80947,370984630,28365976,130483489600"
"20211207,073240,KR7073240004,금호타이어,KOSPI,4385,10,.23,4375,4410,4310,293424,1279727665,287260287,1259636358495"
"20211207,078930,KR7078930005,GS,KOSPI,40250,600,1.51,40050,40300,39700,146384,5867257650,92915378,3739843964500"
"20211207,079550,KR7079550000,LIG넥스원,KOSPI,57200,-700,-1.21,58400,58500,56500,204684,11724487600,22000000,1258400000000"
"20211207,081660,KR7081660003,휠라홀딩스,KOSPI,37200,1100,3.05,36200,37350,35800,466681,17134149800,60752222,2259982658400"
"20211207,082740,KR7082740002,HSD엔진,KOSPI,7980,270,3.5,7780,8030,7720,294839,2330141920,46721246,372835543080"
"20211207,086280,KR7086280005,현대글로비스,KOSPI,157000,1000,.64,156500,158500,155500,60908,9563041000,37500000,5887500000000"
"20211207,086790,KR7086790003,하나금융지주,KOSPI,43000,400,.94,42600,43000,42100,698015,29799659800,300242062,12910408666000"
"20211207,088350,KR7088350004,한화생명,KOSPI,3005,35,1.18,2985,3020,2960,1288873,3863713645,868530000,2609932650000"
"20211207,090430,KR7090430000,아모레퍼시픽,KOSPI,177000,4500,2.61,174500,177000,172500,168545,29515914500,58492759,10353218343000"
"20211207,093370,KR7093370005,후성,KOSPI,21850,-800,-3.53,22650,23100,21650,2354127,52217413200,92606819,2023458995150"
"20211207,096770,KR7096770003,SK이노베이션,KOSPI,203000,-1500,-.73,205000,206500,200500,282232,57192382500,92465564,18770509492000"
"20211207,097950,KR7097950000,CJ제일제당,KOSPI,374500,12000,3.31,360500,374500,357500,47358,17526476000,15054186,5637792657000"
"20211207,103140,KR7103140000,풍산,KOSPI,30900,350,1.15,30800,31350,30650,81092,2509623850,28024278,865950190200"
"20211207,105560,KR7105560007,KB금융,KOSPI,57400,400,.7,56500,57500,56500,819690,46791314700,415807920,23867374608000"
"20211207,111770,KR7111770004,영원무역,KOSPI,41850,1650,4.1,40350,42050,40100,158840,6588481350,44311468,1854434935800"
"20211207,112610,KR7112610001,씨에스윈드,KOSPI,59300,-300,-.5,60400,60600,59200,126435,7552111600,42171403,2500764197900"
"20211207,120110,KR7120110002,코오롱인더,KOSPI,79200,800,1.02,80000,80400,77300,320818,25271816700,27519091,2179512007200"
"20211207,128940,KR7128940004,한미약품,KOSPI,276500,11500,4.34,273000,278500,264500,81241,22016043500,12078282,3339644973000"
"20211207,137310,KR7137310009,에스디바이오센서,KOSPI,52100,100,.19,51100,52200,50500,546947,28053580000,103271353,5380437491300"
"20211207,138040,KR7138040001,메리츠금융지주,KOSPI,34800,-1650,-4.53,36200,36400,34550,260448,9197246500,134011294,4663593031200"
"20211207,138930,KR7138930003,BNK금융지주,KOSPI,8700,40,.46,8630,8740,8590,960389,8326687060,325935246,2835636640200"
"20211207,139130,KR7139130009,DGB금융지주,KOSPI,9790,100,1.03,9740,9790,9680,334646,3262863970,169145833,1655937705070"
"20211207,139480,KR7139480008,이마트,KOSPI,151000,1500,1,150500,151000,148500,74263,11145500000,27875819,4209248669000"
"20211207,161390,KR7161390000,한국타이어앤테크놀로지,KOSPI,42000,1150,2.82,40300,42000,39600,215404,8858564300,123875069,5202752898000"
"20211207,161890,KR7161890009,한국콜마,KOSPI,41150,1150,2.88,40050,41650,39900,152650,6266706350,22881180,941560557000"
"20211207,175330,KR7175330000,JB금융지주,KOSPI,8510,-70,-.82,8590,8630,8470,296239,2526665880,196982894,1676324427940"
"20211207,180640,KR7180640005,한진칼,KOSPI,61300,1800,3.03,59700,62300,59200,146198,8949720000,66738873,4091092914900"
"20211207,185750,KR7185750007,종근당,KOSPI,114500,3000,2.69,112000,115000,111000,35956,4081562000,11426099,1308288335500"
"20211207,192080,KR7192080000,더블유게임즈,KOSPI,58600,-400,-.68,59600,59600,57400,187852,10978790600,18374502,1076745817200"
"20211207,192820,KR7192820009,코스맥스,KOSPI,105500,4500,4.46,102500,107000,101000,201053,21155034500,11349509,1197373199500"
"20211207,204320,KR7204320006,만도,KOSPI,58100,900,1.57,57400,58200,56600,257911,14795777100,46957120,2728208672000"
"20211207,207940,KR7207940008,삼성바이오로직스,KOSPI,877000,-24000,-2.66,886000,892000,849000,93704,81899924000,66165000,58026705000000"
"20211207,241560,KR7241560002,두산밥캣,KOSPI,43000,3050,7.63,40000,43000,39950,557670,23467712700,100249166,4310714138000"
"20211207,251270,KR7251270005,넷마블,KOSPI,120000,1500,1.27,118500,121500,117000,168673,20127316500,85953502,10314420240000"
"20211207,259960,KR7259960003,크래프톤,KOSPI,465000,-7500,-1.59,473500,478000,455500,321250,148519320388,48956545,22764793425000"
"20211207,267250,KR7267250009,현대중공업지주,KOSPI,57500,1000,1.77,56700,57600,56600,128726,7344975100,78993085,4542102387500"
"20211207,267260,KR7267260008,현대일렉트릭,KOSPI,22850,-200,-.87,23100,23300,22750,119123,2740286700,36047135,823677034750"
"20211207,267270,KR7267270007,현대건설기계,KOSPI,40050,800,2.04,39600,40650,39200,64558,2587557850,19700793,789016759650"
"20211207,268280,KR7268280005,미원에스씨,KOSPI,204000,-1500,-.73,206500,206500,203000,3061,624391000,5100000,1040400000000"
"20211207,271560,KR7271560005,오리온,KOSPI,102500,2000,1.99,101000,103500,99900,126518,12842658500,39536132,4052453530000"
"20211207,272210,KR7272210006,한화시스템,KOSPI,14800,50,.34,14800,14900,14600,338531,5001950700,188919389,2796006957200"
"20211207,280360,KR7280360009,롯데제과,KOSPI,124000,3500,2.9,121500,124000,120000,2178,265250000,6416717,795672908000"
"20211207,282330,KR7282330000,BGF리테일,KOSPI,153000,-500,-.33,153000,154500,150500,21802,3313821000,17283906,2644437618000"
"20211207,285130,KR7285130001,SK케미칼,KOSPI,143000,-4000,-2.72,146500,146500,142000,116382,16695812000,17620780,2519771540000"
"20211207,298020,KR7298020009,효성티앤씨,KOSPI,632000,28000,4.64,614000,634000,601000,83211,51586838000,4327682,2735095024000"
"20211207,298040,KR7298040007,효성중공업,KOSPI,63100,1200,1.94,61900,63200,61700,35018,2179921800,9324548,588378978800"
"20211207,298050,KR7298050006,효성첨단소재,KOSPI,716000,50000,7.51,695000,718000,678000,181109,126929440000,4479948,3207642768000"
"20211207,300720,KR7300720000,한일시멘트,KOSPI,21000,-200,-.94,21200,21550,20950,191427,4065163900,69261540,1454492340000"
"20211207,302440,KR7302440003,SK바이오사이언스,KOSPI,234500,-12000,-4.87,239500,240500,234000,870194,205730034500,76500000,17939250000000"
"20211207,307950,KR7307950006,현대오토에버,KOSPI,114000,-2000,-1.72,116000,116000,113000,48430,5527222000,27423982,3126333948000"
"20211207,316140,KR7316140003,우리금융지주,KOSPI,13050,200,1.56,12900,13050,12850,1526303,19791688700,728060549,9501190164450"
"20211207,323410,KR7323410001,카카오뱅크,KOSPI,67500,1800,2.74,65900,67900,65800,1111423,74473706900,475159237,32073248497500"
"20211207,326030,KR7326030004,SK바이오팜,KOSPI,99100,1000,1.02,98100,99400,96800,175996,17257607100,78313250,7760843075000"
"20211207,329180,KR7329180004,현대중공업,KOSPI,110000,-2500,-2.22,113000,114500,109500,188247,20958200000,88773116,9765042760000"
"20211207,352820,KR7352820005,하이브,KOSPI,339500,4500,1.34,340000,344500,336000,215082,73106204000,39050817,13257752371500"
"20211207,361610,KR7361610009,SK아이이테크놀로지,KOSPI,165500,-2000,-1.19,168500,168500,164000,264957,43871011500,71297592,11799751476000"
"20211207,375500,KR7375500006,DL이앤씨,KOSPI,123500,2500,2.07,122000,124000,120000,93428,11455463500,19358738,2390804143000"
"20211207,377300,KR7377300009,카카오페이,KOSPI,194500,-7000,-3.47,201500,204000,193500,507608,99775240000,130367125,25356405812500"
"20211207,383220,KR7383220001,F&F,KOSPI,871000,-10000,-1.14,876000,890000,864000,31918,27875586000,7661415,6673092465000"
"20211207,402340,KR7402340004,SK스퀘어,KOSPI,65600,-400,-.61,66800,68200,65500,2244270,149026490700,141467571,9280272657600"
"20211208,000080,KR7000080002,하이트진로,KOSPI,30600,-600,-1.92,31350,31400,30500,230101,7113994600,70133611,2146088496600"
"20211208,000100,KR7000100008,유한양행,KOSPI,62300,300,.48,62000,62800,61900,210666,13131845000,69972959,4359315345700"
"20211208,000120,KR7000120006,CJ대한통운,KOSPI,133500,2000,1.52,133000,135000,131500,47265,6320515000,22812344,3045447924000"
"20211208,000150,KR7000150003,두산,KOSPI,114500,0,0,116000,119000,113500,79960,9289574000,16523835,1891979107500"
"20211208,000210,KR7000210005,DL,KOSPI,62300,-1100,-1.74,63900,64300,62000,74698,4710601800,20955884,1305551573200"
"20211208,000240,KR7000240002,한국앤컴퍼니,KOSPI,16200,0,0,16250,16600,16100,101893,1667672350,94935240,1537950888000"
"20211208,000270,KR7000270009,기아,KOSPI,83200,-100,-.12,84100,84300,83200,1343368,112505033200,405363347,33726230470400"
"20211208,000660,KR7000660001,SK하이닉스,KOSPI,120000,-1500,-1.23,124000,125000,119500,6168137,752879680500,728002365,87360283800000"
"20211208,000670,KR7000670000,영풍,KOSPI,654000,-4000,-.61,659000,671000,653000,1010,668527000,1842040,1204694160000"
"20211208,000720,KR7000720003,현대건설,KOSPI,50000,-800,-1.57,50900,51200,49900,518418,26204773500,111355765,5567788250000"
"20211208,000810,KR7000810002,삼성화재,KOSPI,209500,-2000,-.95,211500,213500,208500,84748,17892491500,47374837,9925028351500"
"20211208,000880,KR7000880005,한화,KOSPI,31750,-250,-.78,32250,32550,31750,233347,7485243900,74958735,2379939836250"
"20211208,000990,KR7000990002,DB하이텍,KOSPI,68900,-2500,-3.5,72800,73300,68600,1435940,101042256500,44398588,3059062713200"
"20211208,001040,KR7001040005,CJ,KOSPI,84800,-100,-.12,85800,85900,84400,47522,4041953200,29176998,2474209430400"
"20211208,001430,KR7001430008,세아베스틸,KOSPI,20250,-350,-1.7,20900,20900,20250,55913,1149665300,35862119,726207909750"
"20211208,001440,KR7001440007,대한전선,KOSPI,1930,50,2.66,1900,1975,1875,9438780,18203806240,856473009,1652992907370"
"20211208,001450,KR7001450006,현대해상,KOSPI,24200,-100,-.41,24400,24800,24200,399947,9783899900,89400000,2163480000000"
"20211208,001680,KR7001680008,대상,KOSPI,22750,-50,-.22,22950,23150,22650,86715,1987016100,34648025,788242568750"
"20211208,001800,KR7001800002,오리온홀딩스,KOSPI,15750,100,.64,15650,15850,15600,69846,1100668950,62645422,986665396500"
"20211208,002030,KR7002030005,아세아,KOSPI,124000,0,0,125000,125000,122000,7388,909723000,2191024,271686976000"
"20211208,002380,KR7002380004,KCC,KOSPI,321500,-3500,-1.08,327000,331000,321000,47910,15610393500,8886471,2857000426500"
"20211208,002790,KR7002790004,아모레G,KOSPI,44800,-800,-1.75,45700,45950,44700,97947,4430709250,82458180,3694126464000"
"20211208,002840,KR7002840007,미원상사,KOSPI,203500,0,0,203500,204000,203000,3391,690639500,4970000,1011395000000"
"20211208,003030,KR7003030004,세아제강지주,KOSPI,112000,0,0,113000,114500,109000,11740,1308110000,4141657,463865584000"
"20211208,003090,KR7003090008,대웅,KOSPI,32750,800,2.5,32400,33150,32050,128524,4178881650,58141980,1904149845000"
"20211208,003230,KR7003230000,삼양식품,KOSPI,86200,-2700,-3.04,88200,89300,86200,61095,5337713400,7533015,649345893000"
"20211208,003240,KR7003240009,태광산업,KOSPI,975000,-5000,-.51,977000,992000,974000,414,405637000,1113400,1085565000000"
"20211208,003490,KR7003490000,대한항공,KOSPI,29100,-350,-1.19,29850,29850,29000,1742006,51088843800,347820825,10121586007500"
"20211208,003550,KR7003550001,LG,KOSPI,83600,1700,2.08,81300,84300,81300,405832,33787062200,157300993,13150363014800"
"20211208,003670,KR7003670007,포스코케미칼,KOSPI,146500,0,0,148000,149000,146500,389942,57544344500,77463220,11348361730000"
"20211208,004000,KR7004000006,롯데정밀화학,KOSPI,79600,-1600,-1.97,81200,81300,79300,161195,12921274800,25800000,2053680000000"
"20211208,004020,KR7004020004,현대제철,KOSPI,42050,-300,-.71,42900,43400,41900,797496,34026217000,133445785,5611395259250"
"20211208,004170,KR7004170007,신세계,KOSPI,245500,-1000,-.41,247500,248000,241500,104097,25535094500,9845181,2416991935500"
"20211208,004370,KR7004370003,농심,KOSPI,291000,-3500,-1.19,293500,295500,290500,15084,4416461000,6082642,1770048822000"
"20211208,004990,KR7004990008,롯데지주,KOSPI,30850,-100,-.32,31200,31350,30700,105197,3272811800,104909237,3236449961450"
"20211208,005300,KR7005300009,롯데칠성,KOSPI,130000,-4000,-2.99,134000,136000,128500,40507,5319030000,9278884,1206254920000"
"20211208,005380,KR7005380001,현대차,KOSPI,207500,0,0,210000,211000,207000,502904,105182024500,213668187,44336148802500"
"20211208,005420,KR7005420005,코스모화학,KOSPI,14900,300,2.05,14700,15350,14700,444758,6692331800,27860157,415116339300"
"20211208,005490,KR7005490008,POSCO,KOSPI,290000,1500,.52,290000,295000,287500,403743,117484555500,87186835,25284182150000"
"20211208,005830,KR7005830005,DB손해보험,KOSPI,57300,1000,1.78,56600,58600,56500,141603,8163004300,70800000,4056840000000"
"20211208,005850,KR7005850003,에스엘,KOSPI,30800,-850,-2.69,31950,32000,30700,216840,6765626250,48203277,1484660931600"
"20211208,005930,KR7005930003,삼성전자,KOSPI,77400,0,0,78300,78600,77100,21558340,1662978972800,5969782550,462061169370000"
"20211208,005940,KR7005940002,NH투자증권,KOSPI,13250,50,.38,13250,13400,13200,674470,8960020200,297033887,3935699002750"
"20211208,006040,KR7006040000,동원산업,KOSPI,222000,0,0,223500,227000,219000,3962,886100000,3677641,816436302000"
"20211208,006260,KR7006260004,LS,KOSPI,54100,100,.19,54300,55400,53700,123878,6750652900,32200000,1742020000000"
"20211208,006280,KR7006280002,녹십자,KOSPI,234000,5000,2.18,229500,238000,229000,69664,16288065500,11686538,2734649892000"
"20211208,006400,KR7006400006,삼성SDI,KOSPI,710000,19000,2.75,700000,719000,695000,264783,188446001000,68764530,48822816300000"
"20211208,006650,KR7006650006,대한유화,KOSPI,198000,-9000,-4.35,207500,209500,197000,109289,22043440000,6500000,1287000000000"
"20211208,006800,KR7006800007,미래에셋증권,KOSPI,9150,-60,-.65,9250,9320,9140,955217,8828625940,635316408,5813145133200"
"20211208,007070,KR7007070006,GS리테일,KOSPI,30850,0,0,31000,31300,30700,178899,5545039400,104717922,3230547893700"
"20211208,007310,KR7007310006,오뚜기,KOSPI,458500,-500,-.11,461000,463000,458000,4534,2087571500,3671981,1683603288500"
"20211208,007340,KR7007340003,디티알오토모티브,KOSPI,58700,1600,2.8,57200,59500,57200,16839,984430300,9994005,586648093500"
"20211208,007660,KR7007660004,이수페타시스,KOSPI,5070,10,.2,5110,5160,4905,1666109,8347915765,63246419,320659344330"
"20211208,008730,KR7008730004,율촌화학,KOSPI,23950,-200,-.83,24200,24400,23800,60063,1444047800,24800000,593960000000"
"20211208,008770,KR7008770000,호텔신라,KOSPI,77000,-700,-.9,78300,78300,76700,367766,28408162300,39248121,3022105317000"
"20211208,008930,KR7008930000,한미사이언스,KOSPI,55600,1400,2.58,54700,56600,54600,104105,5790211700,67304611,3742136371600"
"20211208,009150,KR7009150004,삼성전기,KOSPI,176000,-4500,-2.49,182000,184000,175500,823623,147379785500,74693696,13146090496000"
"20211208,009240,KR7009240003,한샘,KOSPI,90700,-300,-.33,91300,92500,90200,103422,9454108900,23533928,2134527269600"
"20211208,009420,KR7009420001,한올바이오파마,KOSPI,20700,350,1.72,20500,21100,20400,249954,5188225700,52240638,1081381206600"
"20211208,009540,KR7009540006,한국조선해양,KOSPI,97100,-500,-.51,98400,99300,96700,175128,17147836700,70773116,6872069563600"
"20211208,009830,KR7009830001,한화솔루션,KOSPI,36350,200,.55,36500,37400,36300,1339958,49424901650,191278497,6952973365950"
"20211208,009970,KR7009970005,영원무역홀딩스,KOSPI,49400,-500,-1,49900,50000,48800,10143,500133150,13635592,673598244800"
"20211208,010060,KR7010060002,OCI,KOSPI,109500,-3000,-2.67,113500,114000,109000,353309,39203190000,23849371,2611506124500"
"20211208,010120,KR7010120004,LS ELECTRIC,KOSPI,54200,-300,-.55,54800,55900,54100,63713,3505259400,30000000,1626000000000"
"20211208,010130,KR7010130003,고려아연,KOSPI,500000,6000,1.21,496500,508000,495500,51462,25900105500,18870000,9435000000000"
"20211208,010140,KR7010140002,삼성중공업,KOSPI,5590,0,0,5630,5720,5550,4571048,25775457740,880000000,4919200000000"
"20211208,010950,KR7010950004,S-Oil,KOSPI,88100,-2500,-2.76,91700,91700,87900,379735,33922102200,112582792,9918543975200"
"20211208,011070,KR7011070000,LG이노텍,KOSPI,288000,5000,1.77,289000,296500,284500,352129,102050942500,23667107,6816126816000"
"20211208,011170,KR7011170008,롯데케미칼,KOSPI,225000,-6000,-2.6,232000,233000,223000,277684,62710883000,34275419,7711969275000"
"20211208,011200,KR7011200003,HMM,KOSPI,27400,-450,-1.62,28050,28250,27300,2976593,82565078900,489039496,13399682190400"
"20211208,011210,KR7011210002,현대위아,KOSPI,75300,-700,-.92,76700,77300,74700,158573,12039601600,27195083,2047789749900"
"20211208,011780,KR7011780004,금호석유,KOSPI,177000,-3000,-1.67,182000,182500,176000,227294,40552642000,30467691,5392781307000"
"20211208,011790,KR7011790003,SKC,KOSPI,184500,3000,1.65,183000,188000,182500,245027,45393654500,37868298,6986700981000"
"20211208,012330,KR7012330007,현대모비스,KOSPI,241000,-2000,-.82,244000,245500,241000,225756,54968507000,94573094,22792115654000"
"20211208,012450,KR7012450003,한화에어로스페이스,KOSPI,44350,-450,-1,45100,45750,44200,403990,18182004950,50630000,2245440500000"
"20211208,012750,KR7012750006,에스원,KOSPI,76200,400,.53,75900,77300,75500,56351,4296597500,37999178,2895537363600"
"20211208,014680,KR7014680003,한솔케미칼,KOSPI,321000,11000,3.55,312000,327000,312000,68510,22059614160,11335195,3638597595000"
"20211208,014820,KR7014820005,동원시스템즈,KOSPI,53500,3200,6.36,50700,55000,50700,113515,6079072100,29188411,1561579988500"
"20211208,015760,KR7015760002,한국전력,KOSPI,22200,300,1.37,22000,22450,21950,1645576,36665641200,641964077,14251602509400"
"20211208,016360,KR7016360000,삼성증권,KOSPI,49000,450,.93,48950,49500,48750,379614,18652170650,89300000,4375700000000"
"20211208,017670,KR7017670001,SK텔레콤,KOSPI,55100,-700,-1.25,55700,56400,55000,1141535,63535685000,218833144,12057706234400"
"20211208,017800,KR7017800004,현대엘리베이,KOSPI,42000,-100,-.24,42500,42550,41750,165535,6975221150,40815191,1714238022000"
"20211208,017960,KR7017960006,한국카본,KOSPI,10550,150,1.44,10750,10750,10450,472372,5001277500,43960757,463785986350"
"20211208,018260,KR7018260000,삼성에스디에스,KOSPI,157000,1000,.64,157500,160500,156000,118517,18770958500,77377800,12148314600000"
